transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T115426,2023-10-06T01:22:06.240115,ACC689278,ACC327354,321.57,payment,grocery,London,web,False,,,1.24,7,0.82,ACH,16.111.251.206,D6242827
T115427,2023-09-21T19:01:48.727995,ACC283879,ACC990684,33.24,transfer,other,London,pos,False,,,-0.79,6,0.56,wire_transfer,33.55.171.206,D4554716
T115428,2023-12-12T13:23:47.263126,ACC966109,ACC216591,870.74,deposit,restaurant,New York,web,False,,,0.66,17,0.34,wire_transfer,106.132.36.192,D3526478
T115429,2023-11-14T11:54:04.728951,ACC881981,ACC241987,120.74,payment,utilities,Singapore,atm,False,,,-0.23,5,0.58,UPI,58.244.115.50,D2383488
T115430,2023-11-26T11:32:26.599834,ACC423258,ACC493307,216.97,withdrawal,travel,New York,atm,False,,,-0.72,7,0.58,card,178.31.29.98,D7346503
T115431,2023-05-03T10:32:28.312912,ACC167144,ACC193860,215.21,payment,utilities,Sydney,mobile,False,,,-0.26,4,0.69,card,141.197.97.126,D8996114
T115432,2023-05-15T00:53:50.643425,ACC382239,ACC662735,786.02,deposit,other,Tokyo,atm,False,,,0.74,12,0.41,UPI,77.69.155.22,D3691380
T115433,2023-07-26T08:28:07.431837,ACC501121,ACC554038,7.98,transfer,utilities,London,atm,False,,,-0.36,13,0.85,card,74.160.49.57,D4452815
T115434,2023-12-15T21:08:21.371933,ACC728363,ACC295276,693.79,deposit,retail,Berlin,mobile,False,,,0.53,19,0.84,card,199.119.199.90,D1349010
T115435,2023-01-10T17:51:10.002560,ACC596927,ACC320718,610.53,deposit,online,Sydney,pos,False,,,0.39,15,0.85,card,187.44.50.70,D2398607
T115436,2023-01-18T09:56:14.543638,ACC553241,ACC718445,236.44,withdrawal,restaurant,New York,web,False,,,-0.6,10,0.87,card,104.74.98.198,D1433924
T115437,2023-01-12T09:55:30.096594,ACC934722,ACC122563,16.66,transfer,grocery,Singapore,pos,False,,,0.56,14,0.43,card,199.100.118.232,D7404129
T115438,2023-02-07T15:01:09.973330,ACC625848,ACC724959,8.06,transfer,other,New York,pos,False,,,1.92,9,0.73,UPI,51.217.207.4,D1399688
T115439,2023-06-17T09:20:19.031394,ACC968170,ACC580559,40.39,transfer,travel,New York,web,False,,,-0.38,8,0.17,ACH,248.52.24.129,D7269385
T115440,2023-04-22T01:56:38.425177,ACC828241,ACC166838,70.01,payment,travel,Sydney,atm,False,,,-1.35,7,0.62,wire_transfer,108.52.65.57,D4953240
T115441,2023-10-16T06:50:34.549923,ACC172281,ACC857910,1184.83,deposit,travel,Sydney,mobile,False,,,0.46,10,0.98,card,35.236.17.182,D7581363
T115442,2023-08-22T16:47:33.082274,ACC304341,ACC175959,0.63,payment,retail,Tokyo,atm,False,,,1.9,10,0.16,card,131.146.211.43,D6213409
T115443,2023-05-20T08:47:42.781722,ACC157365,ACC355529,142.64,withdrawal,travel,Tokyo,atm,False,,,-0.1,19,0.83,ACH,185.146.19.255,D1315233
T115444,2023-02-03T07:23:11.720639,ACC896071,ACC537840,365.99,withdrawal,utilities,Berlin,mobile,False,,,0.71,8,0.22,wire_transfer,60.235.154.5,D3863857
T115445,2023-11-05T03:20:29.602389,ACC734349,ACC744387,609.91,withdrawal,retail,Toronto,mobile,False,,,-1.43,17,0.97,ACH,79.43.35.134,D6559479
T115446,2023-05-02T02:35:16.261522,ACC248367,ACC834184,100.54,withdrawal,travel,Toronto,web,False,,,1.33,2,0.3,wire_transfer,134.147.11.37,D2973275
T115447,2023-11-23T03:42:26.334041,ACC950113,ACC150517,0.72,withdrawal,utilities,New York,atm,False,,,-0.64,11,0.71,card,150.173.78.190,D9269996
T115448,2023-08-15T01:49:38.449886,ACC375709,ACC969859,16.37,transfer,retail,New York,web,False,,,-0.89,12,0.23,card,53.109.249.239,D8211601
T115449,2023-12-24T17:20:59.237416,ACC957763,ACC775859,862.51,deposit,other,New York,atm,False,,,0.88,14,0.87,card,190.14.11.162,D7017786
T115450,2023-08-22T19:28:13.396586,ACC627206,ACC739024,502.79,deposit,retail,Singapore,atm,False,,,-0.29,3,0.29,ACH,220.79.234.118,D5271389
T115451,2023-11-14T23:10:13.486773,ACC802806,ACC229782,160.76,withdrawal,retail,Berlin,mobile,False,,,2.29,12,0.42,UPI,72.31.242.98,D4693496
T115452,2023-06-13T16:43:59.929649,ACC569059,ACC591233,1391.06,deposit,travel,Tokyo,mobile,False,,,-1.81,7,0.91,UPI,2.134.84.45,D7856363
T115453,2023-10-24T12:28:30.810305,ACC361845,ACC700124,325.06,withdrawal,entertainment,Dubai,pos,False,,,1.34,17,0.84,wire_transfer,250.22.26.239,D4174276
T115454,2023-11-25T04:05:54.423483,ACC545713,ACC823708,810.54,deposit,grocery,Tokyo,web,False,,,1.04,2,0.43,UPI,16.186.240.243,D7011329
T115455,2023-05-30T04:03:15.415217,ACC280476,ACC818888,16.73,transfer,online,Sydney,atm,False,,,-1.85,20,0.0,wire_transfer,243.74.6.126,D3923258
T115456,2023-12-22T17:37:01.796852,ACC737901,ACC276694,773.73,deposit,utilities,Tokyo,pos,False,,,-0.6,3,0.03,UPI,236.137.228.193,D3186911
T115457,2023-04-29T04:18:41.135002,ACC523174,ACC175145,9.45,transfer,other,Toronto,web,False,,,-0.31,2,0.51,card,98.218.181.182,D3952130
T115458,2023-04-29T05:45:20.352728,ACC820255,ACC742791,894.05,deposit,other,Singapore,atm,False,,,-0.45,6,0.16,ACH,45.159.16.148,D1374485
T115459,2023-06-25T01:00:48.510844,ACC799266,ACC800103,152.99,withdrawal,other,Berlin,atm,False,,,0.09,18,0.94,card,199.113.18.150,D5609761
T115460,2023-08-01T16:25:47.819788,ACC483879,ACC907462,577.28,withdrawal,other,Dubai,mobile,False,,,-0.1,12,0.97,UPI,53.177.161.133,D2494485
T115461,2023-09-14T04:26:51.703452,ACC963188,ACC831383,980.49,deposit,other,Berlin,pos,False,,,-0.23,8,0.52,wire_transfer,133.102.116.239,D1763369
T115462,2023-10-14T23:51:25.180277,ACC889376,ACC298982,16.21,payment,other,London,atm,False,,,0.15,17,0.68,wire_transfer,45.234.164.28,D7940021
T115463,2023-05-02T05:43:32.278856,ACC657019,ACC530964,0.01,withdrawal,travel,Sydney,pos,False,,,1.63,8,0.19,card,109.69.249.167,D2589268
T115464,2023-08-26T06:42:48.193698,ACC474003,ACC861562,1.97,payment,grocery,Toronto,atm,False,,,-1.04,20,0.75,wire_transfer,144.25.168.229,D5857583
T115465,2023-11-15T20:50:18.773696,ACC592086,ACC826943,10.88,transfer,other,Dubai,mobile,False,,,0.11,19,0.46,card,202.249.205.243,D2970878
T115466,2023-09-12T05:49:39.973197,ACC457145,ACC771526,118.93,payment,travel,London,mobile,False,,,-0.37,7,0.81,wire_transfer,118.69.56.235,D4877170
T115467,2023-06-11T14:44:29.390694,ACC681188,ACC947306,216.62,withdrawal,travel,Sydney,atm,False,,,0.3,13,0.52,card,155.95.212.35,D5241004
T115468,2023-04-07T10:48:11.939550,ACC630732,ACC147829,842.62,deposit,grocery,Sydney,atm,False,,,1.42,15,0.53,ACH,203.188.11.7,D3094166
T115469,2023-06-24T01:46:23.280348,ACC976574,ACC177277,1063.19,deposit,entertainment,New York,mobile,False,,,1.36,14,0.23,UPI,8.22.34.144,D4616966
T115470,2023-12-28T22:53:39.986963,ACC219744,ACC991453,54.81,payment,restaurant,Tokyo,web,False,,,-0.85,14,0.09,ACH,209.178.224.112,D9533320
T115471,2023-06-10T04:08:54.155882,ACC948124,ACC608256,170.33,payment,entertainment,Singapore,web,False,,,0.27,20,0.43,card,25.100.77.114,D3572966
T115472,2023-06-27T09:57:09.584484,ACC825778,ACC577601,217.72,payment,other,Sydney,mobile,False,,,0.43,4,0.4,wire_transfer,54.184.96.192,D2057518
T115473,2023-06-03T01:29:48.861055,ACC370188,ACC526826,97.71,withdrawal,retail,Toronto,mobile,False,,,-0.77,4,0.9,UPI,219.171.137.70,D8554049
T115474,2023-02-15T20:12:08.507185,ACC190048,ACC639053,25.51,transfer,travel,London,web,False,,,-1.22,8,0.45,wire_transfer,223.132.185.218,D4397653
T115475,2023-12-12T20:52:18.738601,ACC179696,ACC460495,30.39,payment,online,Sydney,web,False,,,-0.71,17,0.79,ACH,4.3.74.185,D9502285
T115476,2023-03-15T08:09:24.788801,ACC770086,ACC886313,42.54,transfer,online,Tokyo,pos,False,,,0.97,10,0.85,UPI,24.229.223.205,D2010674
T115477,2023-11-24T05:23:15.805292,ACC679789,ACC388167,25.18,transfer,online,Toronto,web,False,,,-1.36,19,0.36,ACH,141.2.119.126,D4984021
T115478,2023-12-28T10:02:20.874108,ACC473649,ACC657202,1018.65,deposit,retail,Singapore,pos,False,,,1.38,10,0.31,card,229.221.113.115,D1212217
T115479,2023-08-01T20:06:41.974720,ACC392984,ACC300958,2.14,transfer,restaurant,New York,mobile,False,,,0.39,2,0.53,UPI,214.219.37.161,D3546950
T115480,2023-06-05T19:58:04.353445,ACC852001,ACC417952,706.16,deposit,restaurant,Sydney,atm,False,,,2.23,9,0.06,ACH,110.236.209.7,D9745596
T115481,2023-06-20T12:44:46.016139,ACC612071,ACC376029,231.9,withdrawal,online,Sydney,atm,False,,,-0.23,4,0.85,UPI,33.231.203.104,D1636336
T115482,2023-07-09T07:09:48.442633,ACC636865,ACC776792,359.13,deposit,retail,Berlin,atm,False,,,-2.02,2,0.58,card,34.206.79.192,D2036160
T115483,2023-01-16T03:58:40.999589,ACC972747,ACC416721,665.04,deposit,grocery,New York,mobile,False,,,-0.36,7,0.79,ACH,18.130.246.99,D9396845
T115484,2023-07-23T07:51:00.848267,ACC666228,ACC864089,51.88,payment,retail,Tokyo,mobile,False,,,-0.72,9,0.05,ACH,105.180.233.238,D3044035
T115485,2023-06-22T15:00:10.793497,ACC202002,ACC967783,439.56,withdrawal,grocery,Berlin,pos,False,,,-0.04,7,0.02,card,215.10.10.73,D4626513
T115486,2023-05-14T10:51:58.559644,ACC621689,ACC284199,12.65,payment,restaurant,Toronto,web,False,,,0.09,6,0.5,wire_transfer,84.143.210.124,D1231259
T115487,2023-08-24T05:30:22.177869,ACC498087,ACC886012,28.98,transfer,entertainment,Berlin,mobile,False,,,2.29,17,0.05,card,208.105.148.17,D8780735
T115488,2023-05-27T03:48:43.305357,ACC971946,ACC173291,172.51,payment,retail,Sydney,pos,False,,,-1.37,12,0.08,UPI,0.82.240.28,D4703097
T115489,2023-09-12T14:57:59.480372,ACC142577,ACC249607,530.33,withdrawal,utilities,New York,web,False,,,-0.22,15,1.0,wire_transfer,217.117.168.238,D8580905
T115490,2023-10-30T08:03:13.466355,ACC520438,ACC669109,458.27,withdrawal,entertainment,London,atm,False,,,0.73,15,0.14,UPI,149.229.27.1,D7788059
T115491,2023-09-16T02:05:26.414591,ACC278252,ACC975022,0.01,withdrawal,restaurant,London,pos,False,,,0.91,12,0.8,UPI,118.27.160.75,D9636503
T115492,2023-04-18T06:33:53.544103,ACC600230,ACC158882,42.58,transfer,restaurant,Sydney,atm,False,,,-1.85,8,0.36,ACH,197.162.241.44,D9406406
T115493,2023-06-11T06:00:53.205434,ACC354975,ACC572257,571.45,deposit,travel,London,atm,False,,,0.11,4,0.8,ACH,71.165.242.117,D8523387
T115494,2023-10-20T18:20:55.190653,ACC140538,ACC278452,1332.63,deposit,grocery,Singapore,mobile,False,,,-1.25,20,0.01,wire_transfer,59.8.120.178,D6805744
T115495,2023-08-15T17:30:04.026217,ACC305339,ACC380120,338.0,deposit,online,New York,atm,False,,,0.68,11,0.77,ACH,191.209.185.117,D5537498
T115496,2023-02-20T22:51:11.363061,ACC734442,ACC306505,878.0,deposit,online,London,atm,False,,,1.47,12,0.43,card,139.106.69.215,D5501526
T115497,2023-02-25T22:01:15.711351,ACC779369,ACC117920,1164.11,deposit,retail,Tokyo,web,False,,,-2.02,8,0.54,ACH,201.207.167.174,D7222805
T115498,2023-04-16T00:39:21.596534,ACC691698,ACC750743,18.29,payment,utilities,London,pos,False,,,-0.82,2,0.52,card,69.195.181.112,D8614917
T115499,2023-07-11T13:34:11.991290,ACC145222,ACC538740,757.78,deposit,restaurant,Dubai,mobile,False,,,0.46,9,0.4,UPI,128.71.32.83,D2506239
T115500,2023-02-16T19:39:33.959140,ACC929210,ACC133933,17.79,transfer,grocery,Toronto,pos,False,,,1.55,15,0.26,ACH,141.35.196.234,D8753887
T115501,2023-05-07T02:27:52.313454,ACC179098,ACC155771,801.36,withdrawal,restaurant,Berlin,pos,False,,,-0.25,7,0.84,wire_transfer,129.41.194.225,D9686235
T115502,2023-01-07T22:10:58.686189,ACC217981,ACC444423,10.07,transfer,other,Dubai,pos,False,,,0.21,13,0.71,wire_transfer,60.121.110.176,D7978772
T115503,2023-10-21T18:18:03.377390,ACC863072,ACC457265,60.51,withdrawal,travel,Tokyo,web,False,,,0.5,9,0.42,wire_transfer,203.44.98.195,D9880607
T115504,2023-08-24T02:59:07.254849,ACC748601,ACC594459,4.33,payment,entertainment,Tokyo,atm,False,,,-1.24,8,0.21,card,165.110.145.73,D9572170
T115505,2023-04-22T07:08:49.300877,ACC946407,ACC815716,81.82,withdrawal,restaurant,Dubai,web,False,,,1.39,20,0.55,wire_transfer,60.184.218.189,D7007442
T115506,2023-09-27T22:34:05.450935,ACC955761,ACC889806,1072.98,deposit,retail,Tokyo,web,False,,,1.58,12,0.94,card,6.2.252.92,D6492134
T115507,2023-03-04T17:09:47.822634,ACC206458,ACC717517,1666.77,deposit,retail,Berlin,web,False,,,-0.26,6,0.88,UPI,107.220.29.79,D6181414
T115508,2023-02-25T12:36:34.155578,ACC482936,ACC565552,143.78,withdrawal,grocery,Singapore,pos,False,,,-0.92,5,0.56,UPI,172.217.206.239,D5249773
T115509,2023-07-31T17:15:12.829884,ACC655098,ACC416628,93.98,withdrawal,grocery,Singapore,pos,False,,,1.11,9,0.88,ACH,85.123.93.161,D2920023
T115510,2023-11-10T00:50:08.296582,ACC899154,ACC416488,586.38,withdrawal,entertainment,Toronto,web,False,,,-1.01,18,0.91,card,138.245.32.136,D2532103
T115511,2023-04-28T08:26:23.027373,ACC242687,ACC379156,451.65,withdrawal,grocery,Toronto,mobile,False,,,0.79,5,0.32,ACH,181.130.45.7,D5403465
T115512,2023-06-07T10:13:59.003413,ACC924111,ACC777027,7.21,transfer,utilities,Tokyo,atm,False,,,-0.94,11,0.1,UPI,134.216.198.161,D4264465
T115513,2023-10-02T20:55:55.570605,ACC413017,ACC942456,114.8,payment,entertainment,Tokyo,pos,False,,,-1.33,6,0.22,card,15.192.85.248,D7466836
T115514,2023-01-13T22:32:34.995700,ACC187459,ACC518007,447.44,deposit,entertainment,Singapore,web,False,,,-0.34,17,0.58,ACH,53.147.180.22,D5352260
T115515,2023-09-01T13:50:30.330979,ACC482931,ACC400122,191.11,withdrawal,grocery,London,pos,False,,,-1.35,9,0.23,ACH,210.173.189.67,D5293925
T115516,2023-03-27T13:33:24.721803,ACC304431,ACC469638,187.26,withdrawal,retail,Berlin,atm,False,,,-0.14,8,0.95,wire_transfer,91.154.6.20,D6622010
T115517,2023-01-30T11:27:14.228922,ACC618339,ACC828445,35.93,payment,retail,London,mobile,False,,,1.25,9,0.81,card,195.41.209.233,D7050148
T115518,2023-05-19T20:22:22.756285,ACC411288,ACC338371,66.37,transfer,utilities,London,mobile,False,,,0.11,17,0.14,wire_transfer,147.57.222.63,D1256618
T115519,2023-11-01T02:18:15.639986,ACC245873,ACC639131,1926.47,deposit,travel,New York,atm,False,,,0.13,3,0.35,wire_transfer,26.253.106.81,D4985068
T115520,2023-01-13T01:12:05.771385,ACC611804,ACC601093,0.01,withdrawal,retail,Dubai,mobile,False,,,-0.26,2,0.55,ACH,230.232.166.144,D7187389
T115521,2023-07-21T18:25:25.719491,ACC651147,ACC491306,1773.17,deposit,entertainment,Tokyo,web,False,,,0.57,19,0.3,wire_transfer,20.239.232.144,D4682812
T115522,2023-05-01T18:17:14.649087,ACC921615,ACC374098,30.52,transfer,online,London,pos,False,,,0.57,18,0.65,UPI,70.141.212.83,D8088000
T115523,2023-09-10T02:00:32.226089,ACC251950,ACC289863,20.78,transfer,entertainment,Dubai,pos,False,,,1.56,17,0.84,ACH,78.117.104.47,D3991861
T115524,2023-03-25T21:17:01.751969,ACC452607,ACC765987,186.74,deposit,retail,Berlin,mobile,False,,,-0.01,6,0.53,ACH,3.27.144.57,D5755432
T115525,2023-10-07T01:56:04.262831,ACC519830,ACC201394,354.87,deposit,restaurant,Singapore,mobile,False,,,0.53,2,0.51,UPI,172.233.67.119,D1902425
T115526,2023-02-14T12:30:18.763949,ACC453011,ACC621040,44.07,transfer,grocery,Singapore,atm,False,,,1.04,1,0.31,UPI,69.68.107.46,D4182162
T115527,2023-12-04T11:57:34.852662,ACC360485,ACC262977,8.31,transfer,retail,Singapore,mobile,False,,,-1.39,16,0.75,ACH,36.23.98.93,D6830588
T115528,2023-01-02T23:35:22.799427,ACC887038,ACC567545,20.14,payment,grocery,Sydney,atm,False,,,-1.99,3,0.67,card,66.129.216.52,D7670551
T115529,2023-09-17T07:19:12.430246,ACC871251,ACC905519,10.0,transfer,other,London,mobile,False,,,-0.81,2,0.91,wire_transfer,133.100.180.6,D9357254
T115530,2023-07-16T13:56:40.675912,ACC379462,ACC119532,1270.53,deposit,entertainment,London,pos,False,,,-0.13,10,0.58,card,213.33.143.253,D8633060
T115531,2023-06-06T07:08:17.379930,ACC676263,ACC619204,5.42,payment,other,Dubai,atm,False,,,-1.43,5,0.35,UPI,105.15.32.170,D7921610
T115532,2023-06-25T11:26:45.464267,ACC900026,ACC524443,276.83,withdrawal,retail,Tokyo,web,False,,,0.19,14,0.5,wire_transfer,212.57.137.214,D9087448
T115533,2023-08-21T03:46:18.135384,ACC715829,ACC625099,17.64,transfer,online,Singapore,atm,False,,,-1.13,2,0.8,wire_transfer,26.93.155.131,D2289965
T115534,2023-04-04T03:27:32.667955,ACC107212,ACC979011,89.64,withdrawal,grocery,Toronto,atm,False,,,2.56,6,0.66,wire_transfer,240.240.125.41,D1707390
T115535,2023-03-09T21:57:57.703736,ACC822599,ACC702849,26.89,transfer,online,Berlin,pos,False,,,0.43,3,0.71,card,11.39.7.177,D1453914
T115536,2023-09-13T08:10:25.692438,ACC348614,ACC471426,415.5,withdrawal,other,Singapore,mobile,False,,,-0.03,2,0.76,wire_transfer,222.138.175.12,D3811398
T115537,2023-03-16T05:41:54.476949,ACC493717,ACC111816,45.54,transfer,travel,New York,pos,False,,,-0.36,1,0.22,card,141.58.156.145,D2950345
T115538,2023-01-24T22:05:51.691976,ACC496736,ACC344491,13.32,payment,restaurant,Sydney,web,False,,,1.81,15,0.15,UPI,205.121.23.25,D9858897
T115539,2023-02-16T05:18:04.878416,ACC953379,ACC818767,1152.26,deposit,entertainment,Berlin,web,False,,,0.69,19,0.39,card,157.130.112.133,D7009024
T115540,2023-01-09T10:32:10.888089,ACC828838,ACC451802,15.86,transfer,retail,Toronto,atm,False,,,-0.79,1,0.58,card,247.187.189.12,D9320877
T115541,2023-11-25T23:48:49.161488,ACC505382,ACC692146,574.31,withdrawal,online,London,pos,False,,,0.31,20,0.67,card,143.196.10.127,D3384106
T115542,2023-05-23T04:56:47.213647,ACC588548,ACC124487,90.6,transfer,restaurant,Singapore,atm,False,,,0.37,4,0.55,card,152.179.214.172,D3951082
T115543,2023-08-29T00:19:39.030111,ACC537977,ACC780541,674.48,withdrawal,entertainment,Tokyo,pos,False,,-1229.1025978447224,1.43,9,0.08,card,121.228.10.1,D1764681
T115544,2023-02-08T13:53:45.090455,ACC754629,ACC625788,115.59,payment,restaurant,Sydney,pos,False,,,-0.7,14,0.09,ACH,178.86.208.238,D9986615
T115545,2023-01-30T05:31:29.144915,ACC166681,ACC371272,1259.33,deposit,other,Singapore,web,False,,,-0.06,8,0.21,card,71.140.99.139,D4531424
T115546,2023-03-02T22:03:31.677566,ACC677708,ACC187107,37.19,transfer,restaurant,Singapore,atm,False,,,-0.41,12,0.89,wire_transfer,63.26.92.237,D7943464
T115547,2023-11-02T17:04:33.410467,ACC325088,ACC801700,40.67,transfer,other,London,atm,False,,,-0.66,16,0.87,wire_transfer,170.27.27.160,D9724671
T115548,2023-10-29T03:04:12.667036,ACC138573,ACC912748,476.87,withdrawal,travel,Berlin,pos,False,,,-0.86,9,0.23,ACH,140.47.88.147,D7502787
T115549,2023-01-14T23:58:53.024444,ACC241107,ACC980488,98.69,withdrawal,entertainment,Toronto,atm,False,,,-0.02,9,0.33,ACH,178.209.242.193,D5403417
T115550,2023-11-19T04:13:35.387268,ACC191536,ACC906894,889.59,deposit,grocery,Tokyo,pos,False,,,-0.34,2,0.49,ACH,157.247.164.230,D9825642
T115551,2023-06-15T10:57:52.065092,ACC228212,ACC245203,570.76,withdrawal,restaurant,Sydney,mobile,False,,,-2.19,9,0.58,card,220.90.97.109,D3675116
T115552,2023-05-26T12:35:41.197631,ACC500636,ACC436272,9.8,transfer,other,New York,atm,False,,,-1.85,13,0.89,wire_transfer,208.113.96.254,D1461417
T115553,2023-07-28T05:09:35.622712,ACC491984,ACC601716,3.36,payment,utilities,London,web,False,,,-0.06,8,0.26,ACH,161.20.54.165,D8601217
T115554,2023-12-09T19:56:23.842851,ACC623867,ACC824321,125.83,payment,retail,Tokyo,mobile,False,,,0.17,11,0.32,UPI,111.209.22.28,D9908833
T115555,2023-01-02T22:22:01.803307,ACC483185,ACC294842,398.56,deposit,entertainment,Berlin,mobile,False,,,-0.23,10,0.42,card,127.164.249.105,D1488486
T115556,2023-12-13T00:09:18.945545,ACC710626,ACC284914,3.48,payment,travel,Toronto,mobile,False,,,0.05,12,0.36,ACH,85.9.66.223,D8613950
T115557,2023-03-05T13:35:45.324906,ACC388012,ACC322330,312.58,deposit,retail,Tokyo,web,False,,,0.28,19,0.19,UPI,18.235.240.222,D1366277
T115558,2023-05-27T10:54:43.554494,ACC677239,ACC817912,164.25,withdrawal,retail,Berlin,web,False,,,-1.3,2,0.74,card,64.40.114.208,D7757434
T115559,2023-10-16T00:30:45.969988,ACC357008,ACC908319,131.75,payment,other,London,mobile,False,,,-0.72,20,0.47,wire_transfer,200.207.29.117,D4266416
T115560,2023-09-12T21:33:22.572793,ACC545190,ACC208176,0.01,withdrawal,utilities,Toronto,mobile,False,,,1.01,13,0.93,ACH,20.62.211.138,D9725684
T115561,2023-09-13T18:41:31.231547,ACC793092,ACC710121,12.03,transfer,restaurant,New York,atm,False,,,0.44,20,0.35,ACH,171.194.186.14,D3553257
T115562,2023-03-12T15:49:57.647965,ACC288357,ACC125218,768.2,deposit,travel,London,atm,False,,,0.26,17,0.42,UPI,41.196.251.13,D3230797
T115563,2023-02-02T02:02:34.763571,ACC752830,ACC707712,270.56,payment,grocery,Toronto,mobile,False,,,-0.64,14,0.83,UPI,139.199.135.50,D4882274
T115564,2023-01-14T13:55:19.866377,ACC336814,ACC604280,282.57,withdrawal,travel,Singapore,pos,False,,,0.3,19,0.23,ACH,245.197.218.237,D5909841
T115565,2023-07-20T10:26:27.648986,ACC965884,ACC292962,23.8,payment,travel,New York,mobile,False,,,-0.84,12,0.1,card,71.55.54.172,D9708998
T115566,2023-06-15T09:10:20.671383,ACC288002,ACC273886,13.96,transfer,entertainment,Toronto,pos,False,,,2.17,6,0.21,ACH,0.248.206.67,D1498077
T115567,2023-09-10T02:17:50.355023,ACC583281,ACC761111,60.61,payment,entertainment,Singapore,mobile,False,,,-0.03,1,0.0,UPI,141.71.94.19,D1490403
T115568,2023-02-22T22:32:17.657508,ACC293989,ACC536620,79.0,deposit,other,Sydney,web,False,,,-0.2,6,0.83,wire_transfer,247.172.194.125,D2839941
T115569,2023-09-22T01:18:58.591717,ACC793161,ACC342750,166.07,payment,utilities,Singapore,web,False,,,0.57,8,0.87,UPI,133.16.42.66,D2571200
T115570,2023-01-11T11:47:29.414652,ACC708253,ACC151751,506.16,withdrawal,online,New York,web,False,,,-0.84,20,0.11,card,225.3.129.230,D7729239
T115571,2023-11-18T04:07:27.891305,ACC202863,ACC463913,373.97,withdrawal,other,Dubai,atm,False,,,-1.68,7,0.82,wire_transfer,28.156.211.2,D1074939
T115572,2023-12-23T14:01:32.876971,ACC794042,ACC303088,683.53,withdrawal,travel,Sydney,atm,False,,,1.66,6,0.54,wire_transfer,60.159.122.188,D7454024
T115573,2023-04-01T15:14:37.941814,ACC614490,ACC858890,7.89,withdrawal,restaurant,Berlin,atm,False,,,-1.09,16,0.05,ACH,96.64.220.101,D9141602
T115574,2023-11-18T01:07:25.113639,ACC794051,ACC422707,14.76,transfer,utilities,Berlin,web,False,,,0.21,8,0.44,wire_transfer,46.44.10.243,D5339308
T115575,2023-01-31T23:45:38.108819,ACC473401,ACC145044,707.58,withdrawal,entertainment,New York,pos,False,,,-0.08,4,0.48,wire_transfer,116.148.20.141,D7574383
T115576,2023-06-16T01:20:57.250151,ACC625344,ACC250881,48.85,transfer,grocery,Toronto,mobile,False,,,-1.18,10,0.97,ACH,148.25.68.252,D6665773
T115577,2023-04-19T20:30:49.044121,ACC504968,ACC397624,247.87,payment,utilities,Singapore,atm,False,,,-0.81,15,0.71,wire_transfer,158.30.42.44,D1365139
T115578,2023-02-18T09:49:42.151583,ACC736587,ACC636050,1534.02,deposit,retail,London,pos,False,,,0.83,5,0.61,UPI,95.227.123.1,D1074975
T115579,2023-07-17T11:47:10.545844,ACC893571,ACC530016,15.36,payment,other,Toronto,mobile,False,,,0.14,13,0.04,UPI,39.253.157.31,D7253704
T115580,2023-04-03T07:19:49.503577,ACC346238,ACC816080,0.01,withdrawal,online,Sydney,mobile,False,,,1.06,17,0.7,card,220.88.139.245,D8726985
T115581,2023-08-05T23:43:04.416103,ACC128147,ACC940549,476.18,withdrawal,restaurant,Tokyo,atm,False,,,0.38,14,0.73,UPI,39.89.246.211,D1018373
T115582,2023-11-26T01:27:36.972572,ACC314338,ACC150343,57.44,transfer,grocery,Sydney,mobile,False,,,-2.26,9,0.04,UPI,52.130.4.141,D7212857
T115583,2023-01-17T11:35:23.866369,ACC756934,ACC751850,15.41,transfer,travel,London,web,False,,,-1.03,6,0.35,card,238.193.84.77,D6484444
T115584,2023-06-29T19:00:08.687432,ACC144783,ACC415861,777.21,deposit,retail,Singapore,web,False,,,-0.71,2,0.71,ACH,133.143.235.146,D1208610
T115585,2023-10-23T14:22:01.450266,ACC803701,ACC398295,83.97,payment,online,New York,atm,False,,,0.2,9,0.02,card,224.35.43.244,D2243893
T115586,2023-11-26T01:13:04.965851,ACC580219,ACC876804,353.76,withdrawal,other,Berlin,pos,False,,,-0.29,13,0.38,UPI,115.181.149.58,D3658808
T115587,2023-05-06T20:29:36.106929,ACC878945,ACC917098,86.41,transfer,entertainment,Toronto,atm,False,,,0.66,6,0.37,wire_transfer,233.4.150.185,D3726533
T115588,2023-06-03T11:45:36.546862,ACC282711,ACC843320,4.82,payment,entertainment,Tokyo,web,False,,,-1.27,13,0.42,UPI,215.198.102.229,D8255564
T115589,2023-09-13T23:57:24.499834,ACC412036,ACC249935,218.72,withdrawal,restaurant,Tokyo,web,False,,,1.0,8,0.06,wire_transfer,20.128.12.94,D5888750
T115590,2023-09-09T12:27:45.562811,ACC151366,ACC974812,1697.21,deposit,entertainment,Singapore,pos,False,,,0.8,10,0.06,card,133.150.165.103,D4723006
T115591,2023-07-21T19:58:04.830277,ACC533674,ACC477513,81.79,withdrawal,utilities,New York,pos,False,,,-2.19,16,0.19,ACH,30.175.126.246,D4267927
T115592,2023-08-18T04:19:52.952160,ACC911519,ACC340408,919.65,deposit,restaurant,London,atm,False,,,-1.05,4,0.03,ACH,217.24.84.142,D7714593
